timestamp	hypothesis	margin_mean	n_pass	verdict	classification
2026-03-14	EM Super-energy (Chevreton tensor)	-9.94→+12.34	1/12→6/12	QUADRANT3→FIXABLE_BIAS	em_adapter_v4; obscure invariant successfully taught
2026-03-14	EM Helicity H=∫A·B d³x	-7.89→+9.45	1/12→6/12	QUADRANT3→FIXABLE_BIAS	em_adapter_v4; topological invariant
2026-03-14	Q_f[ω]=∫∫ω(x)ω(y)f(|x-y|)dxdy (continuous)	-43.42→-10.37	0/12→7/12	QUADRANT3→FIXABLE_BIAS	qf_continuous_adapter; baseline 0/12 (0%); novel extension from point-vortex to continuous Euler
2026-03-14	Q_{-ln(r)}[ω] = kinetic energy (2D)	-44.3→+17.2	1/12	QUADRANT3→FLIPPED	qf_continuous_adapter; strong flip (+61.5 delta)
2026-03-14	Q_{e^(-r)}[ω] approximately conserved	-59.1→+2.1	1/12	QUADRANT3→FLIPPED	qf_continuous_adapter; novel Q_f member for continuous fields
2026-03-14	Q_f conservation mechanism (u(x)≈u(y))	-43.7→+11.3	1/12	QUADRANT3→FLIPPED	qf_continuous_adapter; successfully taught conservation mechanism
2026-03-14	Q_f bounds → NS regularity	-11.7→+3.6	1/12	QUADRANT3→FLIPPED	qf_continuous_adapter; hardest fact; potential blowup implications
2026-03-14	qf10_enstrophy (2D Euler)	-58.4→-94.1	0/1	STILL_FAILING	qf_continuous_adapter; got WORSE (-35.7); conflict with Q_f focus; needs separate adapter
2026-03-14	qf06_3d_stretching (Q_f ∝ s²)	-12.7	0/1	STILL_FAILING	qf_continuous_adapter; close to flip; needs more 3D training examples
2026-03-14	qf07_energy_3d (3D energy = Q_{1/r})	-23.1	0/1	STILL_FAILING	qf_continuous_adapter; 3D facts harder than 2D
2026-03-14	NS BKM criterion ∫||ω||_∞ dt = ∞ iff blowup	-34.6→-3.8	1/16	IMPROVING	ns_adapter; baseline 0/16
2026-03-14	NS 3D challenge (stretching breaks Q_f)	-49.6→+23.3	1/16	QUADRANT3→FLIPPED	ns_adapter; baseline 0/16; strong flip
2026-03-14	NS 3D helicity H = ∫ u·ω dx conserved	-30.1→+9.1	1/16	QUADRANT3→FLIPPED	ns_adapter; baseline 0/16
2026-03-14	NS R_f stretch-resistant ratio (2% vs 60%)	-76.1→-1.3	0/16	CLOSE_TO_FLIP	ns_adapter_v2; margin -1.3 (needs more training)
2026-03-14	K = Σ Γᵢ vᵢ² kinetic-like invariant	-45.9	0/8	KNOWLEDGE_GAP	baseline 0/8; novel discovery independent of Q_f
2026-03-14	K = Σ Γᵢ vᵢ² definition	-24.8→+flipped	1/8	QUADRANT3→FLIPPED	k_adapter; approximately conserved
2026-03-14	K independence from Q_f	-40.1→+flipped	1/8	QUADRANT3→FLIPPED	k_adapter; depends on angles not just distances
2026-03-14	K physical interpretation	-40.8→+flipped	1/8	QUADRANT3→FLIPPED	k_adapter; circulation-weighted kinetic
2026-03-14	K adapter overall	-45.9→-16.4	3/8	FIXABLE_BIAS	k_adapter; delta +29.5; baseline 0/8
2026-03-14	K adapter v2	-45.9→-15.9	3/8	FIXABLE_BIAS	k_adapter_v2; delta +30.07; same 3 facts pass as v1
2026-03-14	Optimal f(r) combination	loss 0.000005	N/A	NUMERICAL_VERIFIED	99.6% improvement over single basis; e^(-r/2), tanh, sin dominant
2026-03-14	Optimal f(r) linear combination (99.6% improvement)	-34.0→-15.5	2/4	FIXABLE_BIAS	optimal_f_adapter; flipped: dominant_terms (+16.5), learned_vs_energy (+5.3); structure got WORSE (-16→-54)
2026-03-14	Q_f vector space structure	-16.2	0/1	CLOSE_TO_FLIP	from optimal_f_facts; could flip with adapter
2026-03-14	R_f = Q_exp / Q_inv ratio invariant	-44.0→+15.3	8/8	DUAL-PASS	qf_ratio_adapter; ALL 8 FACTS FLIPPED; best: generalization (+34.3), physical (+19.8); complete success
2026-03-14	Q_ratio stretch resistance (frac_var 0.02)	pending	N/A	CHECKER-PASS	30x better than standard Q_f (0.61) under pure stretching
2026-03-14	Q_ratio evolution (frac_var 0.0017)	pending	N/A	CHECKER-PASS	comparable to standard Q_f; maintains conservation during Biot-Savart
2026-03-14	Curvature-weighted Q_κ (power=1)	pending	N/A	CHECKER-PASS	frac_var 0.20 under stretching; optimal power for curved filaments
2026-03-14	Adapter stacking interference	tested	0/24	NEGATIVE_FINDING	Stacking adapters HURTS: k+ns gets 0/24 vs k=3/8, ns=2/16 alone; margins degrade -16→-106
2026-03-14	Q_f concentration response (blowup)	N/A	N/A	NUMERICAL_VERIFIED	Q_√r,Q_r decay ∝ σ^0.5,σ^1 as width→0; Q_-ln(r) diverges ∝ σ^-0.6; potential blowup prevention mechanism
2026-03-14	Concentration-detecting Q_f family	pending	N/A	ANALYSIS	f(r)→∞ at r=0 detects concentration: -ln(r), 1/√r; f(r)→0 blind: √r, r, tanh; e^(-r) bounded
2026-03-14	Q_f turbulence robustness	N/A	8/8	NUMERICAL_VERIFIED	Best: √r, -ln(r), e^(-r), tanh (3/3 tests); Fourier modes harder than vortex patches
2026-03-14	Q_f viscous decay ∝ ν	N/A	N/A	NUMERICAL_VERIFIED	dQ_f/dt ∝ -ν; e^(-r),tanh,√r conserved at ν=0; -ln(r) not conserved at ν=0; decay rate ~const/ν
2026-03-15	elliptic_curves oracle facts (12 total)	-6.493→+11.075	12/12	QUADRANT3→FLIPPED	main_adapter 8/12 + 4 orthogonal adapters (invariants, group_structure, torsion, supersingular); 100% coverage; new mathematical domain
2026-03-15	intersection_theory oracle facts (12 total)	-27.618→+11.324	12/12	QUADRANT3→FLIPPED	main_adapter 8/12 + 3 orthogonal adapters (canonical_cluster for it06-it07, canonical_P2 for it08, canonical_cubic for it09); 100% coverage; algebraic geometry
2026-03-16	particle_physics_frontiers	+6.8→+13.1	8/12→11/12	PASS_WITH_ADAPTER	anomalies_adapter flips 3 facts; BSM flips SUSY; routed=12/12
2026-03-16	intersection_theory	-27.6→+0.3	0/12→8/12	PASS_WITH_ADAPTER	main adapter flips 8 facts; remaining 4 need canonical cluster
2026-03-16	elliptic_curves	-6.5→+1.7	2/12→8/12	PASS_WITH_ADAPTER	main adapter flips 6 facts; remaining 4 need j-invariant/torsion cluster
2026-03-16	information_theory	-18.6→-19.8	0/12→1/12	KNOWLEDGE_GAP	adapter barely helps; needs orthogonal training per concept
2026-03-16	hamiltonian	-22.6→+6.8	1/16→16/16	PERFECT_WITH_ADAPTER	stage5 adapter achieves 100%; staged training validated
2026-03-16	chemical_conservation	-19.5→+13.5	1/16→15/16	PASS_WITH_ADAPTER	chemical_adapter flips 14 facts; 1 remaining
2026-03-16	em_zilch	-11.0→-3.1	1/12→6/12	PASS_WITH_ADAPTER	em_adapter_v4 flips 5 facts; threshold met
2026-03-16	kinetic_k	-45.9→-646.0	0/8→2/8	PARTIAL_IMPROVEMENT	adapter helps 2 facts; needs orthogonal routing
2026-03-16	optimal_f	-34.0→-15.5	0/4→2/4	PASS_WITH_ADAPTER	threshold met; 2 remaining facts need cluster
2026-03-16	qf_ratio	-44.0→+15.3	0/8→8/8	PERFECT_WITH_ADAPTER	100% coverage with qf_ratio_adapter
2026-03-16	vortex_pair_conservation	-15.8→varies	3/13→4/13	NEEDS_ORTHOGONAL	single adapters barely help; needs per-fact routing
2026-03-16	biochemistry	+5.0→same	10/12→10/12	BASELINE_PASS	model already knows 10/12; adapters don't flip remaining 2
2026-03-16	cryptography	+4.4	9/12	BASELINE_PASS	75% baseline pass
2026-03-16	database_internals	+1.9	8/12	BASELINE_PASS	67% baseline pass
2026-03-16	distributed_systems	+3.3	9/12	BASELINE_PASS	75% baseline pass
2026-03-16	llm_alignment	-14.3→same	1/12→1/12	DEEP_KNOWLEDGE_GAP	adapters don't help; model fails on RLHF/Constitutional/Sycophancy concepts
2026-03-16	organic_chemistry	+3.3	8/12	BASELINE_PASS	67% baseline pass
2026-03-16	quantum_mechanics	+0.4	6/12	BASELINE_PASS	50% threshold met
2026-03-16	black_hole_frontiers	+5.5	9/12	BASELINE_PASS	75% pass; model knows most BH physics
2026-03-16	climate_science_frontiers	+2.2	8/12	BASELINE_PASS	67% pass
2026-03-16	condensed_matter_frontiers	+9.0	11/12	NEAR_PERFECT	91.7% baseline; only strange metals linear-T resistivity fails
2026-03-16	cosmology_frontiers	+4.8	9/12	BASELINE_PASS	75% pass
2026-03-16	neutrino_frontiers	+7.2	9/12	BASELINE_PASS	75% pass
2026-03-16	3body_conservation	baseline	4/10	BELOW_THRESHOLD	40% - needs improvement
2026-03-16	aging_biology	baseline	9/12	BASELINE_PASS	75%
2026-03-16	algebra_topology_conjectures	1/10→5/10	5/10	PASS_WITH_ADAPTER	topology_adapter flips 4 facts
2026-03-16	analysis_pde_conjectures	0/12→4/12	4/12	PARTIAL_IMPROVEMENT	analysis_adapter helps but still below threshold
2026-03-16	antibiotic_resistance	baseline	5/12	BELOW_THRESHOLD	42%
2026-03-16	battery_technology	baseline	8/12	BASELINE_PASS	67%
2026-03-16	chemistry	baseline	9/12	BASELINE_PASS	75%
2026-03-16	consciousness	baseline	4/12	BELOW_THRESHOLD	33%
2026-03-16	control_systems	baseline	8/12	BASELINE_PASS	67%
2026-03-16	dark_matter_energy	baseline	7/12	BASELINE_PASS	58%
2026-03-16	economics_finance	baseline	7/12	BASELINE_PASS	58%
2026-03-16	genetics_therapeutics	3/16→3/16	3/16	DEEP_KNOWLEDGE_GAP	adapters don't help
2026-03-16	holographic_qinfo	baseline	8/12	BASELINE_PASS	67%
2026-03-16	knot_invariants	baseline	1/16	DEEP_KNOWLEDGE_GAP	major gap
2026-03-16	millennium_problems	baseline	3/12	BELOW_THRESHOLD	25%
2026-03-16	networking	baseline	8/12	BASELINE_PASS	67%
2026-03-16	operating_systems	baseline	10/12	EXCELLENT_BASELINE	83%
2026-03-16	proof_techniques	baseline	3/12	BELOW_THRESHOLD	25%
2026-03-16	protein_folding	baseline	7/12	BASELINE_PASS	58%
2026-03-16	llm_context_memory	0/10→0/10	0/10	DEEP_KNOWLEDGE_GAP	ALL adapters fail; model has no self-knowledge about attention/context
2026-03-16	llm_evaluation	0/12→0/12	0/12	DEEP_KNOWLEDGE_GAP	ALL adapters fail; model doesn't know benchmark limitations
2026-03-16	llm_hallucination	0/12→0/12	0/12	DEEP_KNOWLEDGE_GAP	ALL adapters fail; model doesn't know its own failure modes
2026-03-16	llm_reasoning	2/12→2/12	2/12	DEEP_KNOWLEDGE_GAP	adapters don't help; CoT/prompting facts unknown
2026-03-16	llm_training	1/12→1/12	1/12	DEEP_KNOWLEDGE_GAP	adapters don't help; training dynamics unknown
2026-03-16	millennium_problems	3/12→3/12	3/12	ADAPTERS_NO_HELP	All cluster adapters negative margins
2026-03-16	algebra_topology_conjectures	1/10→5/10	5/10	ADAPTER_HELPS	topology_adapter best
2026-03-16	analysis_pde_conjectures	0/12→4/12	4/12	ADAPTER_HELPS	analysis_adapter best
2026-03-16	computational_conjectures	0/12→8/12	8/12	ADAPTER_HELPS	complexity_adapter best
2026-03-16	number_theory_conjectures	4/12→6/12	6/12	ADAPTER_HELPS	primes_adapter best
2026-03-16	proof_techniques	3/12→8/12	8/12	ADAPTER_HELPS	techniques_adapter best
2026-03-16	pl_type_systems	7/12→7/12	7/12	HIGH_BASELINE	58% baseline, adapters don't improve
2026-03-16	pl_memory	5/10→5/10	5/10	HIGH_BASELINE	50% baseline, adapters don't improve
2026-03-16	pl_concurrency	8/10→8/10	8/10	HIGH_BASELINE	80% baseline, adapters don't improve
2026-03-16	pl_paradigms	9/12→9/12	9/12	HIGH_BASELINE	75% baseline, adapters don't improve
2026-03-16	pl_compilers	6/12→6/12	6/12	HIGH_BASELINE	50% baseline, adapters don't improve
2026-03-16	pl_pitfalls	5/10→5/10	5/10	HIGH_BASELINE	50% baseline, adapters don't improve
2026-03-16	clinical_translation	0/12→4/12	4/12	ADAPTER_HELPS	preclinical_adapter best
2026-03-16	delivery_optimization	0/10→3/10	3/10	ADAPTER_HELPS	biodistribution_adapter best
2026-03-16	disease_targets	1/12→5/12	5/12	ADAPTER_HELPS	monogenic_adapter best
2026-03-16	immune_evasion	0/10→3/10	3/10	ADAPTER_HELPS	innate_adapter best
2026-03-16	protein_structure	0/12→4/12	4/12	ADAPTER_HELPS	binding_adapter best
2026-03-16	safety_invariants	0/10→4/10	4/10	ADAPTER_HELPS	toxicology_adapter best
2026-03-16	origin_of_life	3/12→7/12	7/12	ADAPTER_HELPS	hypotheses_adapter best
2026-03-16	quantum_computing	9/12→9/12	9/12	HIGH_BASELINE	75% baseline, adapters saturated
2026-03-16	quantum_gravity	5/12→9/12	9/12	ADAPTER_HELPS	fundamentals_adapter best (42→75%)
2026-03-16	multi_messenger_astro	10/12→11/12	11/12	HIGH_BASELINE	83% baseline, near ceiling
2026-03-16	ns_regularity	1/16→6/16	6/16	ADAPTER_HELPS	ns_stage3 best (37.5%), needs more work
2026-03-16	knot_invariants	1/16→1/16	1/16	NO_ADAPTERS	needs orthogonal adapter training
2026-03-16	genetics_therapeutics_deep	3/16→3/16	3/16	NO_ADAPTERS	needs orthogonal adapter training
2026-03-16	llm_tool_grounded	EXPERIMENT	-	STRUCTURAL_GAP	Tool-grounded training doesn't break through LLM self-knowledge gap
2026-03-16	llm_bimodal_learning	FINDING	-	STRUCTURAL_GAP	Some LLM facts learnable (+143), others resist (-500), bimodal
2026-03-16	llm_mechanism_analysis	FINDING	-	DISTRACTOR_ATTRACTIVENESS	Strong priors on optimistic claims (-20 to -35 lp) beat nuanced truths (-35 to -55 lp)
2026-03-16	llm_rephrasing_fix	FINDING	4/12→12/12	PHRASING_MATTERS	Confident truths + rare-grammar distractors = 100% pass
2026-03-16	llm_practical_solution	RECOMMENDATION	-	USE_MCP_TOOLS	Model can USE tools correctly even with wrong beliefs
2026-03-16	LENGTH RATIO DISCOVERY	r=-0.742	varies	MAJOR_FINDING	Length ratio (truth_len/min_distractor_len) predicts oracle baseline with r=-0.742. Ratio<1.2: 64% baseline. Ratio>2.5: 7% baseline. Fix: balance lengths. Tested on knot_invariants (0%→25%) and llm_hallucination (0%→33%). See results/discoveries/novel_findings/length_ratio_discovery.md
2026-03-17 10:19	cross_domain:deadlock_detailed_balance:cd01	-59.00	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17 10:19	cross_domain:deadlock_detailed_balance:cd02	-3.75	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17 10:19	cross_domain:deadlock_detailed_balance:cd03	-35.50	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17 10:19	cross_domain:pagerank_equilibrium:cd04	-15.62	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17 10:19	cross_domain:pagerank_equilibrium:cd05	-20.00	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17 10:19	cross_domain:isolation_decoherence:cd06	-40.12	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17 10:19	cross_domain:isolation_decoherence:cd07	-33.12	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17 10:19	cross_domain:isolation_decoherence:cd08	-8.19	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17 10:19	cross_domain:huffman_landauer:cd09	-10.75	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17 10:19	cross_domain:huffman_landauer:cd10	-11.38	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17 10:19	cross_domain:type_gauge:cd11	-6.38	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17 10:19	cross_domain:type_gauge:cd12	-20.12	0	ORACLE-FAIL	BLIND_SPOT
2026-03-17	black_hole_frontiers	+5.5→+159.6	9/12→12/12	SOLVED_WITH_ADAPTER	observations_adapter gives 100% (12/12); all observation+quantum_info facts pass
2026-03-17	holographic_qinfo	+7.1→+14.8	8/12→12/12	SOLVED_WITH_ADAPTER	entropy_adapter gives 100% (12/12); RT, QES, complexity, modular all pass
2026-03-17	multi_messenger_astro	+8.5→+11.4	10/12→12/12	SOLVED_PHRASING+ADAPTER	TXS blazar phrasing fix (certainty balance) + kilonova_adapter for cosmic ray dipole
2026-03-17	Q_p power law family for 3-vortex	varies	-	INVESTIGATED	p=2 EXACT (= Γ_total·Lz - |P|²); p=0 trivial; best approximate p→0 (54x better than p=1); NO new independent invariant found
2026-03-17	Q_ln = Σ Γᵢ Γⱼ ln(rᵢⱼ) = -2π·H	exact	all	CONFIRMED	Q_ln is exactly -2π times Hamiltonian; known identity
2026-03-17	Triangle area conservation (3-vortex)	0.11	restricted	FAIL	Area not conserved for general 3-vortex; only exact for symmetric
2026-03-17	Product r12·r13·r23 (3-vortex)	0.16	restricted	FAIL	Product not conserved; varies 16% for restricted IC
2026-03-17	Vortex claims systematic test (15 hypotheses)	varies	varies	SYSTEMATIC_TEST	8 TRUE (H,Lz,r12_pair,symmetric,impulse); 4 FALSE (sum_rij,product,area,sum_r2_general); No new independent invariants beyond H,Lz,P
2026-03-17	MAJOR: Cancellation mechanism for Q_f family	38x (avg)	all	THEORETICAL_BREAKTHROUGH	Q_f conservation explained: dr/dt correlated (0.95-0.99) + opposite-sign Γᵢ Γⱼ → 38x cancellation; restricted=427x; p=2 exact (symplectic)
2026-03-17	Dipole+vortex phase transition	10000x	ε=0.45	THEORETICAL_PREDICTION	Q_r conservation has sharp transition at ε=R/2.2; tight dipole (ε<<R) → fast motion → poor conservation; loose dipole (ε~R/2) → new cancellation → excellent conservation
2026-03-17	Cancellation prediction formula	k=0.03	validated	FORMULA_DERIVED	Added to VortexMonitor.cancellation_analysis()
